Area	m2	bui
1680	6.98E-04	R.foreleg
1681	1.94E-03	R.foot
1682	3.19E-03	R.foot
1683	9.32E-04	R.foot
1684	1.03E-03	R.foot
1685	1.52E-03	R.Side_back
1686	3.04E-03	R.Side_back
1687	1.52E-03	R.Side_back
1688	4.49E-03	R.Side_back
1689	4.49E-03	R.Side_back
1690	4.49E-03	R.Side_back
1691	1.12E-03	L.Side_back
1692	1.99E-03	L.Side_back
1693	1.13E-03	L.Side_back
1694	6.40E-04	L.Side_back
1695	1.14E-03	L.Side_back
1696	1.49E-03	L.Side_back
1697	1.30E-03	L.Side_back
1698	3.65E-04	L.Side_back
1699	2.00E-03	L.Side_back
1700	2.00E-03	L.Side_back
1701	2.00E-03	L.Side_back
1702	1.11E-03	R.Side_back
1703	6.03E-04	R.Side_chest
1704	6.03E-04	R.Side_chest
1705	6.03E-04	R.Side_chest
1706	1.15E-03	R.Side_back
1707	1.57E-03	R.Side_back
1708	5.83E-04	R.Side_chest
1709	5.83E-04	R.Side_chest
1710	1.72E-03	R.Side_back
1711	1.45E-03	R.Side_back
1712	8.02E-04	R.Side_back
1713	1.11E-03	R.Side_chest
1714	3.35E-03	R.Side_back
1715	1.06E-03	L.Side_back
1716	7.56E-04	R.Side_back
1717	5.94E-04	R.Side_chest
1718	5.94E-04	R.Side_chest
1719	5.94E-04	R.Side_chest
1720	1.63E-03	R.Side_back
1721	1.16E-03	R.Side_back
1722	1.54E-03	L.Side_back
1723	1.11E-03	L.Side_back
1724	1.12E-03	L.Side_back
1725	1.11E-03	L.Side_back
1726	8.92E-04	R.Side_back
1727	1.26E-03	R.Side_back
1728	7.82E-04	R.Side_back
1729	1.33E-03	R.Side_back
1730	2.43E-03	R.Upper_arm
1731	2.42E-03	R.Upper_arm
1732	8.60E-04	L.Upper_arm
1733	9.49E-04	L.Upper_arm
1734	7.56E-04	L.Upper_arm
1735	1.37E-03	L.Upper_arm
1736	1.76E-03	L.Upper_arm
1737	1.32E-03	L.Upper_arm
1738	1.35E-03	L.Upper_arm
1739	8.57E-04	L.Upper_arm
1740	1.40E-03	L.Upper_arm
1741	1.07E-03	L.Upper_arm
1742	6.22E-04	L.Upper_arm
1743	7.27E-04	L.Upper_arm
1744	1.12E-03	L.Upper_arm
1745	1.49E-03	L.Upper_arm
1746	1.26E-03	L.Upper_arm
1747	1.08E-03	L.Upper_arm
1748	1.24E-03	L.Upper_arm
1749	9.97E-04	L.Upper_arm
1750	1.44E-03	L.Upper_arm
1751	1.40E-03	R.Side_chest
1752	7.63E-04	R.Side_chest
1753	3.62E-04	LeftArmsJoint
