Area,Direction,Normal_Z,Result,Azimuth,Elevation
1,90,0.99,UpDirection,-92.09,81.91
2,90,0.8997,UpDirection,43.58,64.12
3,270,-0.0529,DownDirection,19.14,-3.03
4,90,0.8751,UpDirection,28.07,61.05
5,90,0.1101,UpDirection,-23.1,6.32
6,270,0.143,UpDirection,-27.89,8.22
7,90,0.7395,UpDirection,72.8,47.69
8,270,-0.12,DownDirection,18.53,-6.89
9,90,0.9312,UpDirection,-8.76,68.62
10,90,0.893,UpDirection,-31.22,63.25
11,90,0.937,UpDirection,148.49,69.56
12,90,-0.0706,DownDirection,29.77,-4.05
13,90,-0.5384,DownDirection,-91.55,-32.57
14,90,0.8508,UpDirection,114.92,58.3
15,90,-0.0658,DownDirection,1.38,-3.77
16,270,0.3044,UpDirection,31.39,17.72
17,90,0.8114,UpDirection,68.24,54.23
18,90,0.7281,UpDirection,21.05,46.73
19,90,0.3499,UpDirection,-24.18,20.48
20,90,-0.2508,DownDirection,-25.04,-14.52
21,90,0.8933,UpDirection,-31.2,63.29
22,270,-0.1782,DownDirection,1.91,-10.26
23,90,0.8063,UpDirection,177.65,53.74
24,90,0.6439,UpDirection,12.57,40.08
25,90,-0.1267,DownDirection,131.58,-7.28
26,90,0.8516,UpDirection,114.77,58.38
27,90,0.7543,UpDirection,-169.76,48.97
28,90,0.6363,UpDirection,68.36,39.52
29,90,0.6182,UpDirection,-14.26,38.18
30,90,0.343,UpDirection,87.18,20.06
31,270,-0.5585,DownDirection,38.85,-33.95
32,90,0.5636,UpDirection,119.93,34.31
33,90,0.7242,UpDirection,123.77,46.41
34,90,0.7046,UpDirection,-23.55,44.8
35,270,0.4389,UpDirection,82.61,26.03
36,270,0.2965,UpDirection,49.06,17.25
37,90,0.724,UpDirection,-168.13,46.38
38,270,-0.5869,DownDirection,-11.07,-35.94
39,90,-0.2129,DownDirection,0.06,-12.29
40,90,0.441,UpDirection,15.24,26.17
41,270,0.3333,UpDirection,-34.04,19.47
42,90,0.1034,UpDirection,-40.81,5.93
43,270,-0.1041,DownDirection,35.23,-5.97
44,90,0.3258,UpDirection,135.77,19.02
45,270,0.4902,UpDirection,90.79,29.35
46,90,0.8554,UpDirection,115.78,58.81
47,90,0.1381,UpDirection,132.6,7.94
48,90,-0.3635,DownDirection,-11.2,-21.31
49,270,-0.4159,DownDirection,53.36,-24.57
50,90,0.6748,UpDirection,63.91,42.44
51,90,0.3469,UpDirection,88.37,20.3
52,270,0.2556,UpDirection,-4.65,14.81
53,270,0.2132,UpDirection,57.88,12.31
54,90,-0.3269,DownDirection,32.92,-19.08
55,90,-0.026,DownDirection,28.87,-1.49
56,90,0.9702,UpDirection,152.49,75.97
57,270,0.5255,UpDirection,64.38,31.7
58,90,0.005,UpDirection,29.53,0.29
59,90,0.9833,UpDirection,-126.73,79.5
60,270,0.3771,UpDirection,2.55,22.15
61,270,0.1894,UpDirection,-28.1,10.92
62,90,0.7369,UpDirection,0.83,47.47
63,90,0.0822,UpDirection,-13.06,4.71
64,270,-0.1256,DownDirection,111.16,-7.22
65,90,0.6322,UpDirection,9.96,39.21
66,90,0.0111,UpDirection,131.59,0.63
67,90,0.9434,UpDirection,2.63,70.64
68,270,0.6794,UpDirection,61.05,42.8
69,270,0.2961,UpDirection,-57.13,17.22
70,90,0.9728,UpDirection,73.34,76.6
71,90,0.0019,UpDirection,89.49,0.11
72,270,0.4051,UpDirection,-1.79,23.9
73,90,-0.347,DownDirection,6.96,-20.3
74,270,0.3252,UpDirection,75.27,18.98
75,270,0.1051,UpDirection,27.23,6.03
76,90,0.2844,UpDirection,85.8,16.52
77,90,-0.2232,DownDirection,-25.6,-12.9
78,90,0.0914,UpDirection,-60.56,5.24
79,270,-0.324,DownDirection,114.11,-18.9
80,270,0.017,UpDirection,97.87,0.97
81,90,0.8484,UpDirection,106.14,58.04
82,90,0.9473,UpDirection,148.81,71.31
83,270,0.1029,UpDirection,73.49,5.91
84,270,-0.1934,DownDirection,2.59,-11.15
85,90,0.9859,UpDirection,3.85,80.36
86,90,0.2382,UpDirection,123.44,13.78
87,90,0.2175,UpDirection,16.33,12.56
88,270,-0.4585,DownDirection,14.72,-27.29
89,90,0.1302,UpDirection,149.14,7.48
90,90,0.0006,UpDirection,20.57,0.03
91,90,0.9872,UpDirection,24.76,80.81
92,270,0.303,UpDirection,-12.53,17.64
93,270,0.4917,UpDirection,-6.36,29.46
94,90,-0.2197,DownDirection,73.47,-12.69
95,90,0.7901,UpDirection,-154.56,52.2
96,90,0.8416,UpDirection,19.72,57.31
97,90,-0.2461,DownDirection,-35.75,-14.25
98,90,0.6348,UpDirection,3.5,39.4
99,270,0.5932,UpDirection,72.86,36.39
100,90,0.8823,UpDirection,-50.95,61.92
101,90,-0.3605,DownDirection,22.64,-21.13
102,90,0.5172,UpDirection,64.05,31.14
103,270,0.1329,UpDirection,32.11,7.63
104,270,0.6486,UpDirection,-29.75,40.44
105,90,-0.2052,DownDirection,105.57,-11.84
106,90,-0.1756,DownDirection,29.02,-10.11
107,90,0.8202,UpDirection,-8.72,55.11
108,90,0.2583,UpDirection,-59.95,14.97
109,270,-0.6007,DownDirection,86.08,-36.92
110,90,0.0098,UpDirection,0.43,0.56
111,270,0.1642,UpDirection,91.13,9.45
112,90,0.025,UpDirection,77.24,1.43
113,90,-0.2352,DownDirection,-47.97,-13.61
114,90,-0.3644,DownDirection,16.22,-21.37
115,90,-0.0313,DownDirection,24.37,-1.79
116,270,0.6328,UpDirection,15.17,39.25
117,90,0.3916,UpDirection,123.68,23.06
118,270,0.2345,UpDirection,48.99,13.56
119,90,0.0199,UpDirection,39.19,1.14
120,270,0.3289,UpDirection,-33.74,19.2
121,90,0.6997,UpDirection,-32.16,44.4
122,270,0.5232,UpDirection,10.67,31.54
123,270,-0.6983,DownDirection,-10.14,-44.29
124,90,0.0076,UpDirection,-4.05,0.43
125,90,0.6618,UpDirection,112.36,41.44
126,270,0.2266,UpDirection,39.31,13.1
127,270,-0.8479,DownDirection,-7.68,-57.98
128,90,0.8607,UpDirection,157.37,59.39
129,90,0.9416,UpDirection,2.71,70.32
130,90,0.8226,UpDirection,14.36,55.35
131,90,-0.5563,DownDirection,-100.86,-33.8
132,270,-0.7466,DownDirection,22.63,-48.3
133,90,0.0828,UpDirection,30.87,4.75
134,270,-0.5027,DownDirection,-9.66,-30.18
135,90,0.8283,UpDirection,63.18,55.92
136,270,0.0133,UpDirection,101.35,0.76
137,90,0.0685,UpDirection,-32.76,3.93
138,90,0.8112,UpDirection,111.14,54.21
139,90,0.8972,UpDirection,-142.05,63.79
140,90,0.6803,UpDirection,-31.8,42.87
141,270,-0.1149,DownDirection,88.69,-6.6
142,90,0.0549,UpDirection,15.98,3.15
143,90,-0.3485,DownDirection,76.5,-20.4
144,90,0.4961,UpDirection,52.08,29.75
145,270,-0.8621,DownDirection,8.03,-59.55
146,270,0.4085,UpDirection,132.96,24.11
147,90,0.0809,UpDirection,115.1,4.64
148,270,0.073,UpDirection,-43.04,4.19
149,270,-0.2256,DownDirection,-11.78,-13.04
150,90,0.9142,UpDirection,-156.16,66.1
151,90,0.6077,UpDirection,67.34,37.42
152,270,-0.0482,DownDirection,86.87,-2.76
153,90,0.0351,UpDirection,-28.69,2.01
154,90,0.5845,UpDirection,-52,35.76
155,270,0.4727,UpDirection,110.87,28.21
156,90,0.4402,UpDirection,7.17,26.12
157,270,0.4256,UpDirection,-34.67,25.19
158,90,-0.1854,DownDirection,-43.17,-10.69
159,270,-0.0253,DownDirection,49.57,-1.45
160,270,0.2494,UpDirection,-55.29,14.44
161,90,0.6584,UpDirection,8.04,41.18
162,90,-0.4625,DownDirection,7.25,-27.55
163,90,0.2241,UpDirection,85.03,12.95
164,270,0.004,UpDirection,-33.74,0.23
165,90,-0.2089,DownDirection,18.55,-12.06
166,270,-0.4588,DownDirection,63.93,-27.31
167,90,-0.4258,DownDirection,-37.43,-25.2
168,270,0.0288,UpDirection,28.91,1.65
169,90,0.0021,UpDirection,54.08,0.12
170,90,0.0545,UpDirection,30.49,3.13
171,270,0.4051,UpDirection,-34.12,23.9
172,90,-0.2387,DownDirection,-26.13,-13.81
173,270,-0.4466,DownDirection,12.76,-26.53
174,90,0.6901,UpDirection,3.54,43.64
175,90,0.3632,UpDirection,13.66,21.3
176,90,0.4499,UpDirection,65.91,26.74
177,90,0.2076,UpDirection,-44.93,11.98
178,90,0.2459,UpDirection,83.07,14.24
179,90,0.9541,UpDirection,158.55,72.58
180,90,0.1582,UpDirection,-3.3,9.1
181,270,0.0379,UpDirection,8.79,2.17
182,270,0.1129,UpDirection,82,6.48
183,90,0.0174,UpDirection,3.82,1
184,270,0.6686,UpDirection,77.44,41.96
185,270,0.1027,UpDirection,55.76,5.9
186,90,-0.0457,DownDirection,-45.45,-2.62
187,90,-0.0634,DownDirection,27.67,-3.64
188,270,0.3152,UpDirection,59.69,18.37
189,270,0.0165,UpDirection,113.72,0.94
190,90,-0.0053,DownDirection,58.6,-0.3
191,270,0.4546,UpDirection,38.94,27.04
192,270,-0.9201,DownDirection,16,-66.95
193,90,0.5317,UpDirection,131.27,32.12
194,270,-0.3876,DownDirection,-2.68,-22.81
195,90,-0.353,DownDirection,10.12,-20.67
196,90,0.3598,UpDirection,43.63,21.09
197,90,0.742,UpDirection,-28.18,47.91
198,90,0.665,UpDirection,152.13,41.68
199,270,0.2202,UpDirection,-7.92,12.72
200,90,-0.015,DownDirection,20.86,-0.86
201,90,0.6805,UpDirection,-32.26,42.88
202,270,-0.046,DownDirection,-33.25,-2.64
203,90,-0.2005,DownDirection,-0.13,-11.57
204,270,0.1218,UpDirection,-5.53,7
205,90,-0.3767,DownDirection,0.5,-22.13
206,90,-0.1882,DownDirection,2.27,-10.85
207,90,0.0251,UpDirection,-13.28,1.44
208,90,0.2082,UpDirection,130.57,12.02
209,270,0.2841,UpDirection,122.56,16.51
210,90,0.8358,UpDirection,87.56,56.7
211,270,0.5145,UpDirection,61.61,30.96
212,90,0.1866,UpDirection,-17.22,10.75
213,90,0.4156,UpDirection,110.42,24.55
214,90,-0.2222,DownDirection,20.2,-12.84
215,90,-0.1318,DownDirection,22.25,-7.57
216,270,0.6811,UpDirection,116.36,42.93
217,270,0.0468,UpDirection,20.11,2.68
218,270,-0.7231,DownDirection,-5.59,-46.31
219,90,-0.4728,DownDirection,81.48,-28.22
220,90,0.9516,UpDirection,-126.2,72.1
221,90,-0.4378,DownDirection,83.17,-25.97
222,90,-0.317,DownDirection,2.27,-18.48
223,270,-0.1325,DownDirection,-46.42,-7.61
224,270,-0.4314,DownDirection,-5.1,-25.56
225,270,-0.7902,DownDirection,-11.26,-52.21
226,90,0.0138,UpDirection,121.87,0.79
227,90,0.2645,UpDirection,-1.5,15.33
228,90,0.3294,UpDirection,-3.69,19.23
229,90,0.516,UpDirection,150.43,31.06
230,270,-0.0625,DownDirection,119.95,-3.59
231,90,0.2177,UpDirection,56.7,12.57
232,270,0.0377,UpDirection,67.1,2.16
233,270,-0.0146,DownDirection,-11.72,-0.84
234,90,-0.0402,DownDirection,38.33,-2.3
235,270,-0.1822,DownDirection,106.1,-10.5
236,270,0.4716,UpDirection,110.18,28.14
237,90,0.3341,UpDirection,89.41,19.52
238,270,-0.0912,DownDirection,116.22,-5.23
239,270,0.7527,UpDirection,151.76,48.83
240,90,0.3721,UpDirection,122.61,21.84
241,90,-0.2162,DownDirection,-48.52,-12.49
242,270,-0.5252,DownDirection,26.63,-31.68
243,270,0.1672,UpDirection,-36.74,9.63
244,90,0.7826,UpDirection,163.47,51.5
245,270,-0.1294,DownDirection,77.74,-7.44
246,90,-0.7509,DownDirection,36.85,-48.67
247,90,0.5887,UpDirection,-2.16,36.07
248,90,0.7015,UpDirection,133.71,44.54
249,90,0.8743,UpDirection,109.57,60.96
250,90,0.3923,UpDirection,-36.01,23.1
251,90,0.9782,UpDirection,16.04,78.03
252,90,0.0859,UpDirection,-5.05,4.93
253,90,0.7871,UpDirection,155.72,51.92
254,90,-0.3418,DownDirection,103.38,-19.99
255,90,-0.1103,DownDirection,176.23,-6.33
256,90,0.3577,UpDirection,7.57,20.96
257,90,0.2869,UpDirection,-11.99,16.67
258,90,0.059,UpDirection,106.1,3.38
259,90,0.0465,UpDirection,-13.52,2.66
260,90,0.4019,UpDirection,102.37,23.7
261,270,0.2378,UpDirection,107.64,13.76
262,270,-0.0219,DownDirection,34.87,-1.26
263,90,0.6829,UpDirection,-19.45,43.07
264,90,-0.0313,DownDirection,96.04,-1.79
265,90,0.6717,UpDirection,37.47,42.19
266,270,-0.1848,DownDirection,2.44,-10.65
267,90,0.1697,UpDirection,6.46,9.77
268,90,0.4258,UpDirection,-0.97,25.2
269,90,0.7459,UpDirection,122.32,48.24
270,90,-0.4532,DownDirection,89.13,-26.95
271,270,-0.1637,DownDirection,74.62,-9.42
272,270,-0.7211,DownDirection,51.09,-46.15
273,270,-0.0959,DownDirection,-39.12,-5.5
274,270,0.4755,UpDirection,30.98,28.39
275,270,-0.0143,DownDirection,93.6,-0.82
276,270,-0.3648,DownDirection,1.45,-21.4
277,90,0.2773,UpDirection,79.61,16.1
278,90,-0.0906,DownDirection,109.05,-5.2
279,270,-0.0036,DownDirection,60.04,-0.2
280,270,-0.7042,DownDirection,-7.86,-44.77
281,270,0.6174,UpDirection,113.48,38.13
282,270,0.1829,UpDirection,10.05,10.54
283,90,-0.1678,DownDirection,-22.85,-9.66
284,90,-0.0975,DownDirection,70.33,-5.59
285,90,-0.2001,DownDirection,137.15,-11.54
286,90,-0.1461,DownDirection,-4.47,-8.4
287,270,-0.2403,DownDirection,19.07,-13.9
288,90,-0.1214,DownDirection,95.42,-6.97
289,90,0.238,UpDirection,53.97,13.77
290,90,0.0596,UpDirection,-5.99,3.42
291,90,0.9652,UpDirection,-132.54,74.84
292,90,-0.4324,DownDirection,67.74,-25.62
293,90,0.2743,UpDirection,38.35,15.92
294,90,0.1814,UpDirection,13.29,10.45
295,90,0.8655,UpDirection,48.24,59.94
296,270,-0.5896,DownDirection,10.31,-36.13
297,90,-0.0162,DownDirection,77.57,-0.93
298,90,-0.0244,DownDirection,38.12,-1.4
299,270,-0.3244,DownDirection,1.49,-18.93
300,90,0.9662,UpDirection,46.88,75.05
301,270,0.2126,UpDirection,90.71,12.27
302,90,-0.0193,DownDirection,101.09,-1.11
303,270,0.019,UpDirection,-41.34,1.09
304,270,0.0856,UpDirection,100.5,4.91
305,270,-0.6991,DownDirection,-9.65,-44.36
306,90,0.4011,UpDirection,149.43,23.65
307,90,-0.5891,DownDirection,-2,-36.09
308,270,-0.1659,DownDirection,-12.54,-9.55
309,270,0.3997,UpDirection,74.44,23.56
310,270,-0.0968,DownDirection,28.8,-5.56
311,90,-0.2301,DownDirection,89.55,-13.31
312,90,0.8874,UpDirection,96.08,62.55
313,270,0.0211,UpDirection,40.91,1.21
314,90,-0.1813,DownDirection,56.78,-10.44
315,270,0.4668,UpDirection,105.23,27.83
316,270,0.4882,UpDirection,74.58,29.22
317,270,0.0098,UpDirection,-25.41,0.56
318,270,0.0126,UpDirection,-23.43,0.72
319,270,-0.092,DownDirection,29.68,-5.28
320,90,0.3217,UpDirection,-15.24,18.77
321,270,-0.0117,DownDirection,-0.29,-0.67
322,270,0.6112,UpDirection,79.44,37.68
323,270,-0.0965,DownDirection,-1.55,-5.54
324,90,0.6142,UpDirection,-20.34,37.89
325,270,0.085,UpDirection,1.68,4.87
326,270,-0.3731,DownDirection,67.26,-21.91
327,90,0.6221,UpDirection,48.14,38.47
328,270,-0.1434,DownDirection,54.75,-8.25
329,90,0.9246,UpDirection,157.79,67.61
330,270,-0.4255,DownDirection,7.95,-25.18
331,270,0.6769,UpDirection,20.12,42.6
332,90,0.6967,UpDirection,30.37,44.16
333,90,0.2698,UpDirection,91.55,15.65
334,270,0.0573,UpDirection,-31.43,3.29
335,270,0.4852,UpDirection,73.7,29.02
336,270,0.0861,UpDirection,117.88,4.94
337,90,0.5903,UpDirection,-12.65,36.18
338,90,0.6452,UpDirection,47.61,40.18
339,90,0.7585,UpDirection,114.39,49.33
340,90,0.7832,UpDirection,79.03,51.56
341,90,0.4133,UpDirection,110.82,24.41
342,90,-0.0194,DownDirection,47.98,-1.11
343,90,0.0872,UpDirection,15.3,5.01
344,90,0.2355,UpDirection,77.99,13.62
345,90,0.9298,UpDirection,152.09,68.41
346,270,-0.6894,DownDirection,2.99,-43.58
347,90,0.2608,UpDirection,38.96,15.12
348,90,0.076,UpDirection,-27.1,4.36
349,90,-0.5353,DownDirection,-35.57,-32.37
350,270,0.4802,UpDirection,31.05,28.7
351,90,0.5739,UpDirection,0.92,35.02
352,90,-0.0269,DownDirection,-37.88,-1.54
353,90,0.0582,UpDirection,12.59,3.34
354,90,0.6818,UpDirection,88.9,42.99
355,90,-0.4193,DownDirection,106.47,-24.79
356,90,0.0703,UpDirection,-13.24,4.03
357,90,0.7497,UpDirection,72.54,48.57
358,90,0.8829,UpDirection,133.62,61.99
359,270,0.2417,UpDirection,93.04,13.98
360,90,0.5221,UpDirection,10.14,31.47
361,270,0.3279,UpDirection,-60.76,19.14
362,90,0.2758,UpDirection,113.08,16.01
